PlaceID,Name,Address,Suburb,Postcode,Municipality,HeritagePlaceStatus
751,House,24 GROVE ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
752,House,26 GROVE ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
753,Levenside,21-25 HENSLOWES RD,ULVERSTONE,7315,Central Coast Council,Permanently Registered
755,House,3 IHLATA ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
756,Gables,10A JERMYN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
757,House,15 JERMYN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
758,House,17 JERMYN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
760,House,58 KING EDWARD ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
761,Central Primary School Building,2 LEVEN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
762,House,8 LOVETT ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
763,House,12 LOVETT ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
764,House,19 LOVETT ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
765,House,2 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
766,Ellis House,4 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
767,The Manse,14 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
768,Former Odd Fellows Hall,19 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
769,House,28 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
770,House,38 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
771,House,45 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
772,St Andrew's Presbyterian Church,59 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
773,House,71 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
774,Cottage,75 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
775,House,77 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
776,House,79 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
777,House,81 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
778,House,87 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
779,House,89 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
780,House,91 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
781,Taroona,96 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
782,Cottage,97 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
783,House,99 MAIN ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
786,House,1 QUEEN ST,WEST ULVERSTONE,7315,Central Coast Council,Permanently Registered
787,House,25 QUEEN  ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
788,House,40 QUEEN ST,WEST ULVERSTONE,7315,Central Coast Council,Permanently Registered
789,Cottage,60 QUEEN ST,WEST ULVERSTONE,7315,Central Coast Council,Permanently Registered
790,Furner's Hotel,42 REIBEY ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
791,Bank Building (ANZ Bank),44 REIBEY ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
792,Commercial Retail,46 REIBEY ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
793,Launceston Bank for Savings,60-64 REIBEY ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
794,Commercial Retail,85-89 REIBEY ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
797,Memorial Clock,ALEXANDRA RD,ULVERSTONE,7315,Central Coast Council,Permanently Registered
798,House,4 RIVERSIDE AVE,ULVERSTONE,7315,Central Coast Council,Permanently Registered
799,House,22A SOUTH RD,WEST ULVERSTONE,7315,Central Coast Council,Permanently Registered
800,Boscobel,27 SOUTH RD,WEST ULVERSTONE,7315,Central Coast Council,Permanently Registered
801,House,32 SOUTH RD,WEST ULVERSTONE,7315,Central Coast Council,Permanently Registered
802,House,60 SOUTH RD,WEST ULVERSTONE,7315,Central Coast Council,Permanently Registered
803,Boarding House,1-3 VICTORIA ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
804,House,62 VICTORIA ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
805,House,5 WATER ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
806,House,9 WATER ST,ULVERSTONE,7315,Central Coast Council,Permanently Registered
807,Westella,68 WESTELLA DR,ULVERSTONE,7315,Central Coast Council,Permanently Registered
808,Strathbarton,LOWER MARSHES RD,APSLEY,7030,Central Highlands Council,Permanently Registered
809,St Andrew's Church and Cemetery,1063 ELLENDALE RD,ELLENDALE,7140,Central Highlands Council,Permanently Registered
810,Askrigg,N/A LYELL HWY,GRETNA,7140,Derwent Valley Council,Permanently Registered
811,Bella Vista,3417 LYELL HWY,GRETNA,7140,Central Highlands Council,Permanently Registered
813,Clarendon House,205 CLARENDON RD,GRETNA,7140,Central Highlands Council,Permanently Registered
817,Gretna Green Hotel,3423 LYELL HWY,GRETNA,7140,Central Highlands Council,Permanently Registered
818,Stone Kiln,3427 LYELL HWY,GRETNA,7140,Central Highlands Council,Permanently Registered
821,School house and Cottage,3338 LYELL HWY,GRETNA,7140,Derwent Valley Council,Permanently Registered
823,Former Toll House,3348 LYELL HWY,GRETNA,7140,Derwent Valley Council,Permanently Registered
824,Barfleur,3291 LYELL HWY,GRETNA,7140,Derwent Valley Council,Permanently Registered
826,Church of St Mary the Virgin andrCemetery,31 CHURCH RD,GRETNA,7140,Central Highlands Council,Permanently Registered
827,Glenelg,LOT 1 LYELL HWY,GRETNA,7140,Central Highlands Council,Permanently Registered
829,Norton Mandeville,4079 LYELL HWY,GRETNA,7140,Central Highlands Council,Permanently Registered
830,Allanvale,268 MARKED TREE RD,GRETNA,7140,Central Highlands Council,Permanently Registered
831,Rathlyn,430 THOUSAND ACRE LANE,HAMILTON,7140,Central Highlands Council,Permanently Registered
832,Langdon's Cottage (Cherry Villa),12 ARTHUR ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
833,Former Langdon Store,49 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
834,Mrs Hill's Cottage,25 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
835,Emma's Cottage,10 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
836,Former Warder's Cottage,6 TARLETON ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
838,Mulberry Cottage,8 GRACE ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
839,Cottage,40 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
840,Edward's Cottage,16 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
841,Villeneuve Cottage,18 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
842,McCauley's Cottage,21 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
844,Glen Clyde Hotel,2 GRACE ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
845,Hamilton Hotel and stables,10 TARLETON ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
846,Hamilton Inn and barn,7 GEORGE ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
847,Conjoined House,20 BAYLEY ST,GLEBE,7000,Hobart City Council,Permanently Registered
848,Kelleher's Cottage,10 LINNET ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
849,James Jackson's Emporium,8 ARTHUR ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
850,Old Post Office,26 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
851,Prospect House,485 UPPER MILL RD,HAMILTON,7140,Central Highlands Council,Permanently Registered
852,School House,39 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
853,St Peter's Church and Cemetery,15 PONSONBY ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
855,Blanch's Hamilton Store,32 FRANKLIN ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
856,Anglican Rectory,23 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
858,Victoria's Cottage,14 FRANKLIN PL,HAMILTON,7140,Central Highlands Council,Permanently Registered
859,Council Chambers and Cottage,6 TARLETON ST,HAMILTON,7140,Central Highlands Council,Permanently Registered
860,Katrine Vale,510 GREEN VALLEY RD,HOLLOW TREE,7140,Central Highlands Council,Permanently Registered
861,Rathmore,LOT 1 HOLLOW TREE RD,HOLLOW TREE,7140,Central Highlands Council,Permanently Registered
862,Strathborough,HOLLOW TREE RD,HOLLOW TREE,7140,Central Highlands Council,Permanently Registered
863,Llanberis,1288 HOLLOW TREE RD,HOLLOW TREE,7140,Central Highlands Council,Permanently Registered
864,Sherwood,1288 HOLLOW TREE RD,HOLLOW TREE,7140,Central Highlands Council,Permanently Registered
865,St James Church & Cemetery,1288 HOLLOW TREE RD,HOLLOW TREE,7140,Central Highlands Council,Permanently Registered
866,Interlaken,3119 INTERLAKEN RD,INTERLAKEN,7030,Central Highlands Council,Permanently Registered
868,Bridge House,7 BRIDGE HOTEL RD,OUSE,7140,Central Highlands Council,Permanently Registered
869,Ouse Catholic Church of therImmaculate Conception andrCemetery,7001 LYELL HWY,OUSE,7140,Central Highlands Council,Permanently Registered
870,St John the Baptist Church andrCemetery,2 BRIDGE HOTEL RD,OUSE,7140,Central Highlands Council,Permanently Registered
871,Sexton's Cottage,LOT 1 BRIDGE HOTEL RD,OUSE,7140,Central Highlands Council,Permanently Registered
872,Cleveland,7619 LYELL HWY,OUSE,7140,Central Highlands Council,Permanently Registered
873,Cluny,294 DAWSON RD,OUSE,7140,Central Highlands Council,Permanently Registered
875,Hunter's Hill Barn,167 TOR HILL RD,OUSE,7140,Central Highlands Council,Permanently Registered
877,Lawrenny,6485 LYELL HWY,OUSE,7140,Central Highlands Council,Permanently Registered
878,Listowel,101 VICTORIA VALLEY RD,OUSE,7140,Central Highlands Council,Permanently Registered
879,Ousedale,BUTLERS RD,OUSE,7140,Central Highlands Council,Permanently Registered
881,Dunrobin,ELLENDALE RD,OUSE,7140,Central Highlands Council,Permanently Registered
882,Lientwardine,LYELL HWY,OUSE,7140,Central Highlands Council,Permanently Registered
883,Kenmere,261 LANES TIER RD,OUSE,7140,Central Highlands Council,Permanently Registered
884,Cawood,167 TOR HILL RD,OUSE,7140,Central Highlands Council,Permanently Registered
885,Ashton,978 VICTORIA RD,OUSE,7140,Central Highlands Council,Permanently Registered
886,Rotherwood,342A VICTORIA VALLEY RD,OUSE,7140,Central Highlands Council,Permanently Registered
887,Millbrook Water Mill,82 VICTORIA VALLEY RD,OUSE,7140,Central Highlands Council,Permanently Registered
889,Balfour Cemetery,KAYWOOD RD,TEMMA,7330,Circular Head Council,Permanently Registered
890,St Bartholemews Anglican Church,502 MENGHA RD,FOREST,7330,Circular Head Council,Permanently Registered
891,House and convict barracks,178 GREEN HILLS RD,STANLEY,7331,Circular Head Council,Permanently Registered
892,Highfield,143 GREEN HILLS RD,STANLEY,7331,Circular Head Council,Permanently Registered
893,Former Cable Station,435 GREEN HILLS RD,STANLEY,7331,Circular Head Council,Permanently Registered
894,Montagu School,1642 MONTAGU RD,MONTAGU,7330,Circular Head Council,Permanently Registered
895,House,19167 BASS HWY,ROCKY CAPE,7321,Circular Head Council,Permanently Registered
897,Manuka,24488 BASS HWY,BRITTONS SWAMP,7330,Circular Head Council,Permanently Registered
898,Swardlands,15 HARRISSON ST,SMITHTON,7330,Circular Head Council,Permanently Registered
899,House,108 EMMETT ST,SMITHTON,7330,Circular Head Council,Permanently Registered
900,A.N.Z. Bank,42-44 EMMETT ST,SMITHTON,7330,Circular Head Council,Permanently Registered
902,Rocklyn,18 ROCKLYN RD,SMITHTON,7330,Circular Head Council,Permanently Registered
903,Rose Cottage,4 ALEXANDER TCE,STANLEY,7331,Circular Head Council,Permanently Registered
905,Lyons Cottage,14 ALEXANDER TCE,STANLEY,7331,Circular Head Council,Permanently Registered
906,Former Bay View Hotel,16-18 ALEXANDER TCE,STANLEY,7331,Circular Head Council,Permanently Registered
907,Captain's Cottage,30 ALEXANDER TCE,STANLEY,7331,Circular Head Council,Permanently Registered
908,Harbourmaster's Cottage,42 ALEXANDER TCE,STANLEY,7331,Circular Head Council,Permanently Registered
909,Old Stanley Cemetery,BROWN ST,STANLEY,7331,Circular Head Council,Permanently Registered
911,Two Conjoined Shops,4 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
912,Stranded Whale,6 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
913,Two Conjoined Shops,8 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
914,Town Hall,10 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
915,Bank Building,12 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
916,ANZ Bank,14 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
917,Union Hotel,19 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
918,Shop,25-27 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
919,Former Commercial Hotel,28 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
920,Touchwood Cottage,31-33 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
922,St Paul's Anglican Church,37-39 CHURCH ST,STANLEY,7331,Circular Head Council,Permanently Registered
924,Soldiers' Memorial,CHURCH ST & VICTORIA ST,STANLEY,7331,Circular Head Council,Permanently Registered
925,House,2 FLETCHER ST,STANLEY,7331,Circular Head Council,Permanently Registered
926,House,4 FLETCHER ST,STANLEY,7331,Circular Head Council,Permanently Registered
927,St James Presbyterian Church andrSunday School,6 FLETCHER ST,STANLEY,7331,Circular Head Council,Permanently Registered
928,St James Church Hall,6 FLETCHER ST,STANLEY,7331,Circular Head Council,Permanently Registered
930,House,27 MAIN RD,STANLEY,7331,Circular Head Council,Permanently Registered
931,House,33 MAIN RD,STANLEY,7331,Circular Head Council,Permanently Registered
932,House,35 MAIN RD,STANLEY,7331,Circular Head Council,Permanently Registered
934,Former Church of England Rectory,10 PEARSE ST,STANLEY,7331,Circular Head Council,Permanently Registered
935,Former School and Residence,24 PEARSE ST,STANLEY,7331,Circular Head Council,Permanently Registered
937,Cottage,12 WHARF RD,STANLEY,7331,Circular Head Council,Permanently Registered
938,V.D.L. Company Store,16 WHARF RD,STANLEY,7331,Circular Head Council,Permanently Registered
939,Ford's Store,15-17 WHARF RD,STANLEY,7331,Circular Head Council,Permanently Registered
940,Monateric,25 MUNATRICK RD,WILTSHIRE,7321,Circular Head Council,Permanently Registered
942,House,32 ABBOTT ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
943,Bellevue,17 ALMA ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
944,Kaoota,29 ALMA ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
945,Great War Memorial,21 KING ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
947,Essex House,7 BRITANNIA PL,BELLERIVE,7018,Clarence City Council,Permanently Registered
948,House,9 BRITANNIA PL,BELLERIVE,7018,Clarence City Council,Permanently Registered
949,The Villa,1 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
950,Clarence Hotel,4 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
951,Shop,4 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
952,Shop,10-12 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
954,Shop (14 Cambridge Road),14-22 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
955,Bellerive Police Station (nowrCommunity Arts Centre),17 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
956,Former Post Office,19 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
958,House,2-4 ALMA ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
959,Laroe,79 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
960,Former Station Master's Home,25 KANGAROO BAY DR,BELLERIVE,7018,Clarence City Council,Permanently Registered
961,House,83 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
962,Highlander,89-91 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
963,House,93 CAMBRIDGE RD,BELLERIVE,7018,Clarence City Council,Permanently Registered
964,Clifton,1 CHAPMAN ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
965,Nareen,3 CHAPMAN ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
966,Carlisle,5 CHAPMAN ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
967,House,7 CHAPMAN ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
968,House,9 CHAPMAN ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
969,Glenfield,14 CLARENCE ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
970,Boer War Memorial and MorrisbyrMemorial,CNR CAMBRIDGE RD & QUEEN ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
971,Bluff House,13 FORT ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
972,Kangaroo Bluff Battery,20 GUNNING ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
973,St Just,2 HILL ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
974,Thanet,4 HILL ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
975,House,40 HILL ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
976,Lauriston,6 KING ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
978,Cottage,26 KING ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
979,Cottage,27 KING ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
980,Buena,32 KING ST,BELLERIVE,7018,Clarence City Council,Permanently Registered
